序號,,聯絡地址,商店編號,綠色商店名稱,聯絡電話,分機,手機號碼,綠色商店類型,,,,,,
469,,116台北市文山區木新路三段179.181號,A000894,7-11新景美門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
470,,100台北市中正區三愛里連雲街81號,A000869,7-11新雲門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
471,,106台北市中正區廈門街42.46號,A000369,7-11新廈門門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
472,,100台北市中正區延平南路177號,A000678,7-11新愛國門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
473,,116台北市文山區萬盛里羅斯福路5段59號,A000455,7-11新萬盛門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
474,,116台北市文山區羅斯福路六段20.22號,A000850,7-11新萬隆門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
475,,108台北市萬華區西寧南路80號,A000573,7-11新寧南門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
476,,115台北市南港區成福路145.147號,A000659,7-11新福玉門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
477,,112台北市士林區福林路191號,A000453,7-11新福林門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
478,,111台北市士林區基河路1號1樓(部份),A000653,7-11新福慶門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
479,,108台北市萬華區萬大路292號,A000809,7-11新艋舺門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
480,,112台北市北投區文林北路98.100號,A000466,7-11新豪美門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
481,,111台北市士林區福港街246號,A000456,7-11新劍潭門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
482,,103台北市大同區重慶北路2段60號,A000675,7-11新慶陽門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
483,,114台北市內湖區新明路425.427號,A000489,7-11新潭美門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
484,,104台北市中山區錦西街16號,A000731,7-11新錦祥門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
485,,106台北市中正區羅斯福路3段82號,A000457,7-11新羅福門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
486,,104台北市中山區建國北路一段136號,A000254,7-11新寶門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
487,,105台北市松山區南京東路5段260號,A000511,7-11新寶清門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
488,,105台北市松山區八德路四段687.687-1號1樓,A000818,7-11新饒河門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
489,,106台北市大安區羅斯福路三段267號,A000484,7-11溫州門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
490,,106台北市大安區和平東路一段266號,A000239,7-11溫東門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
491,,106台北市大安區杭州南路二段91號,A000826,7-11瑞升門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
492,,106台北市大安區瑞安街182號,A000381,7-11瑞安門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
493,,114台北市內湖區瑞陽里江南街71巷16弄76號,A000490,7-11瑞江門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
494,,114台北市內湖區瑞光路356號,A000418,7-11瑞泰門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
495,,114台北市內湖區瑞光路188巷51號1樓,A000670,7-11瑞富門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
496,,114台北市內湖區江南街128號,A000832,7-11瑞湖門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
497,,114台北市內湖區瑞光路583巷27號1樓,A000295,7-11瑞寶門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
498,,114台北市內湖區瑞光路580號,A000856,7-11瑞鑫門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
499,,108台北市萬華區萬大路275號,A000210,7-11萬大門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
500,,100台北市中正區中華路二段157號,A000405,7-11萬光門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
501,,108台北市萬華區萬大路184號,A000205,7-11萬和門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
502,,108台北市萬華區東園街28巷58號,A000476,7-11萬忠門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
503,,108台北市萬華區萬大路486巷59弄1號,A000629,7-11萬東門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
504,,116台北市文山區萬安街23.25號,A000242,7-11萬芳門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
505,,116台北市文山區興隆路三段111號,A000352,7-11萬芳醫門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
506,,108台北市萬華區東園街172.174號,A000804,7-11萬長門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
507,,116台北市文山區萬和街6號2樓之1,A000654,7-11萬美門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
508,,100台北市中正區公園路13號,A000282,7-11萬翔門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
509,,108台北市萬華區萬大路64號莒光路251號,A000726,7-11萬華門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
510,,108台北市萬華區康定路382號,A000317,7-11萬華站門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
511,,116台北市文山區羅斯福路6段29.31號,A000507,7-11萬瑞門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
512,,108台北市萬華區西園路一段153號B1(捷運龍山寺站B1),A000526,7-11萬運門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
513,,116台北市文山區萬年里羅斯福路5段170巷33及35號,A000721,7-11萬福門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
514,,115台北市南港區三重路一段19號1樓,A000903,7-11經貿門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
515,,106台北市大安區信義路三段166號,A000385,7-11義安門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
516,,106台北市大安區忠孝東路三段160號,A000635,7-11義村門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
517,,111台北市士林區延平北路五段222號,A000259,7-11葫東門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
518,,116台北市文山區木柵路1段139號.,A000884,7-11試院門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
519,,116台北市文山區木柵路1段139號.,A000771,7-11試院門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
520,,111台北市士林區忠誠路一段126號,A000471,7-11誠義門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
521,,104台北市中山區農安街28-2號,A000355,7-11農安門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
522,,100台北市中正區忠孝西路1段49號U1,A000488,7-11運通門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
523,,110台北市信義區新仁里東興路57號,A000218,7-11道生門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
524,,114台北市內湖區內湖路2段249.251號,A000524,7-11達人門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
525,,106台北市大安區信義路四段197號,A000571,7-11僑信門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
526,,110台北市信義區信義路6段11號,A000889,7-11嘉馥門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
527,,100台北市中正區寧波西街3號,A000537,7-11寧波門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
528,,105台北市中山區大直街70號1樓,A000505,7-11實踐大學門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
529,,104台北市中山區龍江路384巷1號,A000531,7-11榮金門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
530,,104台北市中山區龍江路322號,A000560,7-11榮星門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
531,,111台北市士林區石牌路2段301號,A000370,7-11榮總門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
532,,104台北市中山區建國北路三段91號,A000478,7-11榮鑫門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
533,,100台北市中正區漢口街一段70號,A000409,7-11漢竹門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
534,,116台北市文山區景中街45號1樓,A000237,7-11漢神門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
535,,108台北市萬華區昆明街173號1F,A000264,7-11漢陽門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
536,,108台北市萬華區西寧南路85號,A000414,7-11漢寧門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
537,,116台北市文山區羅斯福路六段308.310號,A000558,7-11滬江門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
538,,114台北市內湖區內湖路三段60巷1弄2-1號1F,A000363,7-11碧綠門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
539,,110台北市信義區福德街189號,A000841,7-11福中門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
540,,100台北市中正區南昌路1段135號,A000322,7-11福州門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
541,,112台北市士林區雨農路25號,A000244,7-11福志門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
542,,112台北市士林區福國路94號,A000267,7-11福芝門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
543,,112台北市北投區致遠一路二段55號,A000329,7-11福致門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
544,,111台北市士林區延平北路6段148號,A000549,7-11福氣門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
545,,111台北市士林區中正路235巷14號,A000521,7-11福捷門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
546,,111台北市士林區大南路396號,A000762,7-11福通門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
547,,114台北市內湖區內湖路一段411巷19弄1號,A000647,7-11福湖門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
548,,111台北市士林區延平北路五段259號,A000281,7-11福陽門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
549,,111台北市士林區福順里重慶北路四段117號,A000215,7-11福順門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
550,,111台北市士林區德行西路96號,A000185,7-11福溢門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
551,,105台北市松山區撫遠街306號,A000186,7-11福源門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
552,,112台北市士林區中正路220.222號,A000607,7-11福榮門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
553,,112台北市士林區中正路324號,A000408,7-11福鑫門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
554,,111台北市士林區中正路227號,A000411,7-11福讚門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
555,,111台北市士林區延平北路六段350號,A000886,7-11聚鑫門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
556,,106台北市大安區忠孝東路4段216巷68號,A000901,7-11鳳翔門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
557,,114台北市內湖區內湖路一段669號,A000843,7-11墘都門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
558,,100台北市中正區忠孝西路1段32號,A000572,7-11億翔門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
559,,111台北市士林區中山北路五段65號1樓,A000867,7-11劍潭站門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
560,,108台北市萬華區福音里昆明街304號,A000480,7-11廣明門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
561,,105台北市松山區八德路四段245巷35號,A000211,7-11影城門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
562,,111台北市士林區德行西路52號1樓,A000853,7-11德天門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
563,,114台北市內湖區內湖路2段366號,A000183,7-11德成門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
564,,112台北市士林區忠誠路二段5號,A000413,7-11德行門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
565,,112台北市士林區德行東路282號,A000497,7-11德東門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
566,,112台北市士林區德行東路330號,A000419,7-11德芝門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
567,,112台北市北投區明德路33.35號,A000407,7-11德致門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
568,,103台北市大同區庫倫街48-4.5號,A000290,7-11德倫門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
569,,111台北市士林區文林路663號,A000633,7-11德華門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
570,,114台北市內湖區成功路4段30巷27.29.31號,A000286,7-11德福門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
571,,110台北市信義區安康里松德路129.131號,A000327,7-11德鄰門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
572,,114台北市內湖區洲子街46號,A000297,7-11德馨門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
573,,103台北市大同區蓬萊里重慶北路三段53-1號,A000794,7-11慶吉門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
574,,104台北市中山區中山北路三段23-6號,A000412,7-11撫順門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
575,,106台北市大安區樂業街71.73號,A000679,7-11樂安門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
576,,106台北市大安區樂利路74號,A000763,7-11樂利門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
577,,106台北市大安區樂利路29.29-1號,A000475,7-11樂和門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
578,,105台北市松山區復興北路35號,A000371,7-11樂得門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
579,,106台北市大安區虎嘯里樂業街43號,A000561,7-11樂隆門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
580,,104台北市中山區八德路二段314號,A000199,7-11潤泰門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
581,,104台北市中山區新生北路3段35號,A000324,7-11稻江門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
582,,103台北市大同區南京西路436號1F,A000305,7-11稻埕門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
583,,103台北市大同區鄭州路3-2號,A000188,7-11鄭州門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
584,,106台北市大安區臥龍街188巷1號,A000391,7-11黎元門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
585,,116台北市文山區指南路二段64號(憩賢樓A8櫃),A000719,7-11憩賢門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
586,,116台北市文山區興隆路三段108號,A000757,7-11興北門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
587,,116台北市文山區興隆路2段244巷20號1樓,A000435,7-11興岩門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
588,,106台北市大安區長興街50號,A000440,7-11興舍門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
589,,116台北市文山區興光里興隆路3段173-175號,A000744,7-11興芳門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
590,,100台北市中正區信陽街12.14號1樓,A000835,7-11興信鑫門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
591,,104台北市中山區興安街99號一樓,A000668,7-11興復門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
592,,110台北市信義區景新里莊敬路178巷2號,A000650,7-11興貿門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
593,,116台北市文山區興隆路2段150號,A000872,7-11興隆門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
594,,106台北市大安區大安路2段102號,A000182,7-11豫銘門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
595,,111台北市士林區大南路322號,A000892,7-11豫鋒門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
596,,105台北市松山區南京東路三段335巷5號之3.4.9.10.11.12,A000473,7-11錢京門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
597,,106台北市大安區忠孝東路四段26巷5號,A000433,7-11錢忠門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
598,,104台北市中山區錦州街8號,A000536,7-11錦北門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
599,,104台北市中山區合江街117號,A000219,7-11錦合門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
600,,104台北市中山區龍江路281-1號,A000321,7-11錦龍門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
601,,103台北市大同區寧夏路71號,A000261,7-11靜中門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
602,,106台北市大安區光復南路262號,A000422,7-11靜安門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
603,,108台北市萬華區康定路229號,A000275,7-11龍山門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
604,,106台北市大安區師大路59巷13號.,A000396,7-11龍延門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
605,,106台北市大安區和平東路2段18號,A000301,7-11龍門門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
606,,106台北市大安區和平東路二段118巷33號,A000552,7-11龍淵門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
607,,106台北市大安區敦化南路一段233巷25號,A000547,7-11龍普門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
608,,108台北市萬華區廣州街148號,A000642,7-11龍廣門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
609,,112台北市北投區湖山路一段12號,A000664,7-11擎天崗門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
610,,106台北市大安區濟南路3段7號,A000269,7-11濟南門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
611,,100台北市中正區濟南路2段50號,A000756,7-11濟新門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
612,,114台北市內湖區環山路一段110號,A000580,7-11環湖門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
613,,103台北市大同區寧夏路131-1號,A000634,7-11篷萊門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
614,,110台北市信義區吳興街487號,A000397,7-11總站門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
615,,110台北市信義區東興路65號,A000415,7-11總部門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
616,,105台北市松山區南京東路5段363號,A000310,7-11聰明門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
617,,110台北市信義區忠孝東路四段559巷6號,A000801,7-11聯合門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
618,,115台北市南港區聯成里昆陽街150-1.150-3號,A000515,7-11聯成門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
619,,115台北市南港區東新街118巷1號,A000810,7-11聯坊門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
620,,106台北市大安區安和路二段67號,A000644,7-11臨江門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
621,,100台北市中正區文祥里臨沂街74.76號,A000656,7-11臨沂門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
622,,112台北市北投區中央北路一段108號,A000197,7-11薇閣門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
623,,106台北市大安區東豐街9號,A000562,7-11豐安門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
624,,110台北市信義區吳興街257.259號,A000474,7-11醫學門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
625,,112台北市北投區中庸里大業路715-717號,A000766,7-11雙全門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
626,,103台北市大同區民生西路176號,A000803,7-11雙連門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
627,,108台北市萬華區環河南路二段207號,A000213,7-11雙環門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
628,,106台北市大安區忠孝東路3段248巷9號,A000365,7-11懷生門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
629,,112台北市北投區懷德街85號1樓,A000730,7-11懷得門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
630,,100台北市中正區羅斯福路二段68號,A000395,7-11羅亭門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
631,,116台北市文山區景行里羅斯福路6段391號,A000611,7-11羅捷門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
632,,116台北市文山區羅斯福路五段190-3號.,A000620,7-11羅斯福門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
633,,116台北市文山區指南路二段64號藝文中心4樓,A000708,7-11藝文門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
634,,112台北市北投區知行路282號,A000326,7-11關渡門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
635,,115台北市南港區南港路三段49-1號,A000245,7-11鵬馳門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
636,,114台北市內湖區內湖路一段435號,A000802,7-11麗安門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
637,,108台北市萬華區寶興街186號,A000530,7-11寶昌門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
638,,105台北市松山區八德路四段335號1F,A000817,7-11寶德門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
639,,114台北市內湖區康樂街125巷2號,A000333,7-11瓏山林門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
640,,114台北市內湖區康樂街213號,A000520,7-11瓏馬門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
641,,115台北市南港區研究院路一段99號1樓之14,A000386,7-11耀港門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
642,,100台北市中正區延平南路159號,A000390,7-11警廣門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
643,,114台北市內湖區內湖路一段91巷2號,A000378,7-11馨瑩門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
644,,112台北市北投區尊賢街247號,A000705,7-11鐏賢門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
645,,111台北市士林區中山北路6段150號,A000243,7-11蘭雅門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
646,,112台北市北投區振興街31號,A000816,7-11護專門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
647,,104台北市中山區民權東路3段73號,A000541,7-11權東門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
648,,104台北市中山區松江路363號,A000621,7-11權松門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
649,,104台北市中山區民權西路72號,A000587,7-11權站門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
650,,103台北市大同區民權西路157之1號1樓,A000851,7-11權鑫門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
651,,104台北市中山區林森北路310巷17號,A000246,7-11歡唱門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
652,,106台北市大安區臥龍街275號,A000382,7-11麟光門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
653,,100台北市中正區黎明里重慶南路一段1-1號一樓,A000904,7-11鑫大孝門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
654,,100台北市中正區信陽街2-1號,A000699,7-11鑫公信門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
655,,103台北市大同區太原路40.42.44號,A000706,7-11鑫太原門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
656,,114台北市內湖區文德路99號1樓,A000748,7-11鑫文德門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
657,,106台北市大安區忠孝東路3段1號第六教學大樓B4,A000685,7-11鑫北科門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
658,,100台北市中正區黎明里忠孝西路一段35號一樓,A000673,7-11鑫台北門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
659,,104台北市中山區南京東路二段23號,A000459,7-11鑫生門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
660,,111台北市士林區仰德大道三段68.70號,A000870,7-11鑫仰德門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
661,,110台北市信義區虎林街85號,A000683,7-11鑫吉門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
662,,104台北市中山區長安東路二段178.178-1號1樓,A000859,7-11鑫安江門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
663,,114台北市內湖區文德路6號1樓,A000825,7-11鑫江南門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
664,,100台北市中正區杭州南路1段23號,A000725,7-11鑫杭門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
665,,104台北市中山區一江街11.13號,A000665,7-11鑫東一門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
666,,108台北市萬華區武昌街二段57號1樓,A000854,7-11鑫武昌門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
667,,104台北市中山區長安東路一段53巷1之3號,A000698,7-11鑫長安門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
668,,108台北市萬華區青年路144號,A000848,7-11鑫青天門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
669,,100台北市中正區汀州路一段285號一樓,A000784,7-11鑫泉州門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
670,,100台北市中正區寧波西街86號1樓,A000834,7-11鑫重寧門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
671,,100台北市中正區福州街11-3.11-4號,A000709,7-11鑫國語門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
672,,114台北市內湖區內湖路二段103巷64號,A000464,7-11鑫湖門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
673,,100台北市中正區懷寧街30.32號1樓,A000863,7-11鑫華福門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
674,,114台北市內湖區康寧路三段63.65.67號,A000602,7-11鑫碁泰門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
675,,105台北市松山區延壽街323號,A000591,7-11鑫壽門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
676,,103台北市大同區民生西路214.216號1樓,A000829,7-11鑫寧門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
677,,104台北市中山區德惠街15號1樓,A000723,7-11鑫德惠門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
678,,108台北市萬華區武昌街二段114之3號,A000707,7-11鑫樂昇門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
679,,114台北市內湖區東湖路119巷49弄2號1樓,A000852,7-11鑫輝煌門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
680,,100台北市中正區衡陽路6號1樓,A000842,7-11鑫衡陽門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
681,,104台北市中山區錦州街263號,A000710,7-11鑫錦州門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
682,,104台北市中山區松江路183.183-1號1樓,A000868,7-11鑫櫃門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
683,,108台北市萬華區寶興街41號1樓,A000830,7-11鑫寶門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
684,,100台北市中正區忠孝西路一段49號B1,A000682,7-11鑫鑫運門市,(02)27478711,3961,,連鎖型綠色商店,,,,,,
685,,103台北市大同區重慶北路三段133號,A001455,大同綜合訊電股份有限公司-大同3C_仁愛服務站,,,930255170,連鎖型綠色商店,,,,,,
686,,104臺北市中山區台北市中山北路三段13號,A001458,大同綜合訊電股份有限公司-大同3C_台北中山門市,(02)25911834,,,連鎖型綠色商店,,,,,,
687,,112台北市北投區中央北路一段134號,A001456,大同綜合訊電股份有限公司-大同3C_台北中央北門市,(02)28913841,,,連鎖型綠色商店,,,,,,
688,,114台北市內湖區內湖路二段259號,A001452,大同綜合訊電股份有限公司-大同3C_台北內湖門市,(02)27902584,,,連鎖型綠色商店,,,,,,
689,,111臺北市士林區文林路488號,A001466,大同綜合訊電股份有限公司-大同3C_台北文林門市,(02)28313499,,,連鎖型綠色商店,,,,,,
690,,116台北市文山區木新路三段228號,A001474,大同綜合訊電股份有限公司-大同3C_台北木新門市,(02)29394672,,,連鎖型綠色商店,,,,,,
691,,104台北市中山區民權東路三段65號,A001454,大同綜合訊電股份有限公司-大同3C_台北民權門市,(02)25029959,,,連鎖型綠色商店,,,,,,
